几月几号是关门节	Calendar-Query
从我这儿到紫金蓝塘怎么走	Travel-Query
我正在循环播放星辰大海	Music-Play
调高空调温度	HomeAppliance-Control
放一个刘谦表演的魔术来看	Video-Play
适合运动的歌曲来一首吧	Other
胡可自立门户华谊捧唐山挽留	Radio-Listen
一定要在明天早上8点叫我哦	Alarm-Update
播一个放英文歌的电台	Radio-Listen
立刻找出来华为MatePad10.8的测评视频	Video-Play
定一个8月23号下午5点参加朋友聚会的行程。	Alarm-Update
我国传统节日清明节是哪一天啊	Calendar-Query
我想把电热毯的温度调高一点。	HomeAppliance-Control
看过国外许多末日科幻电影后流浪地球并没给我带来太多惊喜	FilmTele-Play
我想看傅欣瑶在酒吧驻唱的音乐视频	Video-Play
附近的天然气加油站怎么走	Travel-Query
单曲循环一首适合雨天听的纯音乐	Music-Play
准备休息了，切换到空调的睡眠模式吧	HomeAppliance-Control
法语比较浪漫的歌曲是不是能来一首啊	Music-Play
播放曹操的短歌行	Audio-Play
找一下日本动漫冰菓	Video-Play
听一会儿FM106.6小霍主持的综艺对对碰	Radio-Listen
霍元甲给我继续播放吧	FilmTele-Play
5月4日发生的青春有你倒牛奶事件的视频找一下	Video-Play
把4月20提醒我截图改为每天提醒	Alarm-Update
我想看今年到今天为止播放量最高的古装剧	FilmTele-Play
播放大陆片外交风云，这个剧把六十年代的外交历史形象的演绎出来了	FilmTele-Play
调FM104点5旅游之声听听1045family	Radio-Listen
可以帮我把空调调到22度吗	HomeAppliance-Control
周几是雪顿节	Calendar-Query
给我放一下梓君主持的水晶盒故事	Radio-Listen
看看是不是哈尔滨开往沈阳的复兴号进站了呢	Travel-Query
随机给我来一首二胡曲子可以不	Music-Play
唱一首英文流行歌曲呢	Music-Play
播一下晚上22点更新的中流击水的介绍视频	Video-Play
洗衣机的浸泡时间改为三十分钟	HomeAppliance-Control
查询未来一周江南会大幅度降雨吗	Weather-Query
给我再一次播放2011年羽毛球世锦赛林丹对盖德的男单半决赛的视频	Video-Play
其实莫扎特的小夜曲听着非常享受	Music-Play
后天下午三点会下雨吗？	Weather-Query
想听一下英文歌 找FM88点7	Radio-Listen
农历的什么时候是七夕节	Calendar-Query
飞深圳的飞机起飞了吗	Travel-Query
看佟丽娅在2021年春晚上唱歌的视频	Video-Play
设置一个后天上午8点去医院复诊的闹钟	Alarm-Update
我想知道内蒙古今天的空气质量指数。	Weather-Query
我要去阳曲县怎么走	Travel-Query
继续收听晓婷主持的今日路况速报	Radio-Listen
今天晚上建几个新的闹钟	Alarm-Update
我想知道今天北京的体感温度是多少	Weather-Query
麻烦找下5月3日十二点的中国新闻	Video-Play
查下日历大前天是农历多少	Calendar-Query
洗衣机节能模式帮我开下	HomeAppliance-Control
看一下珠江的第九个寡妇	Music-Play
回忆一下上周六海淀是雨天吗	Weather-Query
能不能放一下过去现在时里面的眼泪	Music-Play
查询明天沧州会出现雨夹雪情况吗	Weather-Query
我想听郑州电台的怀旧好声音	Radio-Listen
母亲节是在今年的几月几号？	Calendar-Query
能找一个2008年的古装偶像看看不	FilmTele-Play
丽江的空气质量稳定吗	Weather-Query
我现在想听古典音乐阳春白雪笛子版	Music-Play
我需要你在后天八点提醒我给周老板发会议内容	Alarm-Update
香港明天会下雨吗？	Weather-Query
杭州明天是晴天吗	Weather-Query
播放日语歌泪的物语	Music-Play
调至空调最大风速好吧	HomeAppliance-Control
设置25号去医院打针	Alarm-Update
福建的空气质量如何	Weather-Query
明天上午10点去接小孩放学的闹钟帮我设置一下	Alarm-Update
1月1号是农历的哪天	Calendar-Query
放个民谣歌曲，比如陈粒的历历万乡	Music-Play
中秋节是在星期六吗	Calendar-Query
我想听pig小优版本的画舫烟中浅	Music-Play
东京未来一周的温度是多少？	Weather-Query
我想要重温2020年谢娜和肖战在央视春晚演的喜欢你喜欢我	Video-Play
我要查下周末从长治去海口的飞机票。	Travel-Query
高新区的平安保险大厦杠哪里	Travel-Query
共有几列火车可在兖州火车站办理客运业务	Travel-Query
张家边火炬开发区新艺物流公司	Radio-Listen
放一下小虎队的《青苹果乐园》	Music-Play
怎么没有看到我下载的QQ浏览器	Other
给我找出5月27日17点播出的动漫	Video-Play
帮我插上电饭煲的电源。	HomeAppliance-Control
来一首丝竹行街听听	Music-Play
帮我接上回放一下凤归四时歌	FilmTele-Play
我想让衣服快点干，把洗衣机调成单烘干模式吧	HomeAppliance-Control
组图詹妮弗加纳背女秀母爱穿雨衣似亲子装	Video-Play
你能帮我播一下杨新宇和王之导演的这个世界不看脸吗	FilmTele-Play
我要看大陆的古装剧红楼梦	FilmTele-Play
好啦关掉客厅的灯吧	HomeAppliance-Control
明天中午12点吃药的闹钟帮我设置一下。	Alarm-Update
把之前收藏的3月6日更新的奇葩说放了	Video-Play
随机来一首薛之谦的歌曲吧	Music-Play
给我找到到银星镇的路线	Travel-Query
帮我回放国防军事频道兵器面面观-2021-90节目	TVProgram-Play
找一首颜人中的歌儿听	Music-Play
去年的电视剧清平乐现在播放一下第一集	FilmTele-Play
请告诉我如何才能步行去海边呢	Travel-Query
是否可以播放经济类电台中央电台经济之声啊	Radio-Listen
动漫黑衣人第一季帮我找一下吧	Video-Play
我要订去大阪的飞机票	Travel-Query
查查杭州飞广州的飞机是12点的吗	Travel-Query
帮我设置个周一上午8点半办理社保卡的闹钟。	Alarm-Update
天气好干，湿度器升到70吧	HomeAppliance-Control
帮我订1张沈阳到广州的T181次列车软卧票	Travel-Query
明天海南的紫外线指数多少	Weather-Query
帮我把蒸烤箱切换到3D热风模式	HomeAppliance-Control
太热了，把空调调到最低温	HomeAppliance-Control
帮我看一下五月二十三号星期几	Calendar-Query
综艺节目说唱新世代的相关视频帮我查询一下	Video-Play
我要到武汉大学正门怎么走	Travel-Query
悄悄的告诉我去武汉的飞机是几点的啊	Travel-Query
记得帮忙关掉电脑	HomeAppliance-Control
帮我看一看农历7月18和农历7月19哪天是9月2号啊	Calendar-Query
明天提醒我下午两点钟去接妹妹	Alarm-Update
2021年张哲瀚唱歌的视频找一个出来	Video-Play
快帮我播放MYFM不眠夜	Radio-Listen
播放一人之下中王也和张楚岚对战的片段	Video-Play
4月10号下午的备忘录全部删除	Alarm-Update
2000年左右的歌曲给我随机来一首	Music-Play
贵阳那边天气怎么样	Weather-Query
每天9点截图的提醒以后都不用再提醒了	Alarm-Update
株洲北到徐州北的高铁票还有吗	Travel-Query
我要去王府井，马上为我导航	Travel-Query
打开电视切换到河北卫视	Radio-Listen
播放屠洪刚的专辑风云2里面的歌曲	Music-Play
我要看会书，帮我把台灯开启阅读模式	HomeAppliance-Control
2021年全国女子体操锦标赛前三名的精彩片段视频给我回放一下吧	Video-Play
看一部2020年韩国最火的爱情剧	FilmTele-Play
今天晚上8点的提醒给我删除	Alarm-Update
谢明明是男的还是女的	Other
可以帮我把蒸烤箱切换到童锁功能不	HomeAppliance-Control
明天绍兴紫外线指数怎么样	Weather-Query
能把教育类的广东人民广播电台教育之声帮我调出来吗	Radio-Listen
打开CCTV15音乐看看在播放什么歌曲	TVProgram-Play
我今天想喝果汁，把榨汁机打开。	HomeAppliance-Control
可以帮我把冰箱变温抽屉调成冷鲜模式吗	HomeAppliance-Control
除夕在几月几号呀	Calendar-Query
我想看18年上线的动作类电影呢	FilmTele-Play
随即来一首适合睡觉的钢琴曲吧	Music-Play
能不能现在就把音响关掉，我想睡觉	HomeAppliance-Control
播放陈情令的有声小说	Audio-Play
首联写英雄气是做一个高度的总结就是说刘备永垂不朽的意思	Alarm-Update
你帮我找一个韩国的恐怖僵尸电视剧播放	FilmTele-Play
星期二是农历几月几日	Calendar-Query
是否可以来一个频率是一零一点二的黄石新闻台啊	Radio-Listen
是不是能告诉我4月2日和4月4日哪天是农历2月初6呢	Calendar-Query
我要知道近一周甘肃气温升降变化	Weather-Query
据日本警视厅透露酒井承认了犯罪事实	FilmTele-Play
帮我查询明天南京室外温度多少度	Weather-Query
给我来一个美国的漫威系列电影钢铁侠1吧	FilmTele-Play
随便来一首寻宝游戏里面的歌曲呢	Music-Play
可不可以帮我把空调温度调到20度呀	HomeAppliance-Control
我想听能让人平静下来的钢琴演奏曲	Music-Play
麻烦帮我播放河山	FilmTele-Play
空调调到20度行不行呢	HomeAppliance-Control
下周四南通的空气质量怎么样	Weather-Query
空调可以调到18度吗	HomeAppliance-Control
继续播放一下杨幂的古装剧可以不	FilmTele-Play
麻烦请帮我设置下周三上午10点10分飞往巴黎的闹钟。	Alarm-Update
阔什节是什么时候	Calendar-Query
立即收听申远演播的环球旅行家	Radio-Listen
是不是可以播放一下去年的谈莎莎主演的悬疑片你是她	FilmTele-Play
大后天上海会很热吗	Weather-Query
能找到一个2009年的美剧播放吗	FilmTele-Play
放邓紫棋的手心的蔷薇可以吗	Music-Play
我想把卧室的床头灯调到柔和光	HomeAppliance-Control
有没有英国今年上映的剧情片看，或者战争片也行	FilmTele-Play
4月30日的棒球周刊还有回放吗帮我看下	TVProgram-Play
香港降雨情况怎么样	Weather-Query
当我听到这首歌的时候她在我心里还是二零多岁的样子	Music-Play
请用英文放国王与鹤这个故事	Audio-Play
周杰伦新出的专辑听下呢	Music-Play
孙茜演的枫叶红了1点75倍速播	FilmTele-Play
拜托就查查端午节是不是星期一	Calendar-Query
圣瓦伦丁节是什么时候	Calendar-Query
准备收拾房间，让洗衣机开始洗衣服吧	HomeAppliance-Control
山西社会与法治的公民与法给我播放下	TVProgram-Play
昆明气温变化会偏大吗	Weather-Query
稍小点客厅空调风速	HomeAppliance-Control
五大连池最近是晴天吗	Weather-Query
准备出门，把家里所有的灯都关掉吧	HomeAppliance-Control
有没有关于海洋的纪录片，那就帮我播放世上最老的海吧	Video-Play
请循环收听费磊主持的分类讲话电台节目	Radio-Listen
是不是能来一个频率是九零点九的襄樊新闻台啊	Radio-Listen
给我搜索在武汉纪录片	Video-Play
空调风速调大点到百分之30	HomeAppliance-Control
陕西农林卫视的三农信息联播可以给我回放下吗我想看下	Radio-Listen
长春冷死了这儿有零下几度了	Weather-Query
28号下午1点多选婚纱的行程帮我设定一下。	Alarm-Update
快给我查询阴历的几月几号是6月3日啊	Calendar-Query
点一首邓丽君的月亮代表我的心	Music-Play
范冰冰参演的美国大片给我来一个	FilmTele-Play
可以帮我看下取暖器温度吗	HomeAppliance-Control
给我随便放个动画片	Video-Play
播放美国电影冰雪奇缘	FilmTele-Play
我要听胡凡主持的凡事想开点	Radio-Listen
下周二是农历多少号	Calendar-Query
我是真的想要知晓2021年的青年节是不是农历8月12啊	Calendar-Query
立即说一下5点有飞南京的飞机吗	Travel-Query
记得在5月6号通知我去看话剧	Alarm-Update
我想听一个2011年的英文歌	Music-Play
关了空气净化器好吧	HomeAppliance-Control
我想找单依纯清唱隐形的翅膀的视频	Video-Play
把电饭煲调为保温模式。	HomeAppliance-Control
8月11号和8月13号的日程不要再提醒了	Alarm-Update
帮我找蔡徐坤的情人	Music-Play
播放一个李准基主演的电视剧的介绍视频	Video-Play
今天晚上23点的闹钟打开	Alarm-Update
你现在给我记住后天通知我回娘家	Alarm-Update
找到白羊街的步行路线	Travel-Query
放动漫哈尔的移动城堡	Video-Play
现在可以帮我将4月20号的备忘录修改成4月29号吗？	Alarm-Update
潘粤明主演的喜剧可以播放一个不或者那个盗墓的也挺好的	FilmTele-Play
我想喝热水，热水机帮我把水煮到100度吧	HomeAppliance-Control
下周三晚上大庆需要多加衣物吗？	Weather-Query
今年的摩洛哥新娘节是农历的哪天	Calendar-Query
言语之间古天乐一直把拐杖抓得很紧貌似在强忍疼痛	Music-Play
帮我查下G51动车还有票吗	Travel-Query
请告诉我答案阴历的几月几号是12月5日啊	Calendar-Query
我需要一首能让我睡觉的钢琴曲呢	Music-Play
麻烦帮我创建一个8号下午两点参加英语考试的提醒。	Alarm-Update
上元节是农历几月几号	Calendar-Query
蘑菇香菇金针菇能一起吗	Music-Play
广西那边的经典歌可以随机放一首不	Music-Play
请循环播放古诗江上吟	Music-Play
给我听频率是九四点九的扬州人民广播电台经济台	Radio-Listen
开车回家怎么走才不绕远呢	Travel-Query
兰州这边会不会下雨啊	Weather-Query
想知道黑龙江10号还下雨吗	Weather-Query
你是不是能给我来一首搞笑的日语歌呢	Music-Play
给我找一个阴阳师抽卡的视频	Video-Play
给我找一个泰国版的公主罗曼史看看	FilmTele-Play
今天有点冷啊，帮我把空调设置为制热吧	HomeAppliance-Control
属于REVISIT的同道中人立刻播放一下吧	Music-Play
有点冷啊空调帮我关掉	HomeAppliance-Control
后天下午3点多去市场进货的行程提醒我一下。	Alarm-Update
北京今天空气质量好吗	Weather-Query
放90年代出版的电影小鞋子。	FilmTele-Play
我想吃烤鱼，蒸烤箱开机预热到200度吧	HomeAppliance-Control
明天要去青岛出差，那边天气多少度	Weather-Query
帮我播放海贼王的第一集我是路飞将要成为海贼王的男人	Video-Play
明天上海空气污染指数是良吗	Weather-Query
而且这次的组织也比较成功	Other
我想知道六月天津紫外线指数是不是较高。	Weather-Query
今天是礼拜几呀	Calendar-Query
法语歌立刻随机来一首吧	Music-Play
我想了解宇宙，帮我回放4月1日播放的宇宙大奥秘吧	Video-Play
麻烦帮我播放宋佳佟大为蒋欣演的小舍得	FilmTele-Play
张学友1984年的大地恩情播放呢	Music-Play
5月9号大连会不会刮大风啊	Weather-Query
怎么到涟水法院查一下	Travel-Query
水浸传感器给我关闭呀	HomeAppliance-Control
听一下重庆之声的身边说法	Radio-Listen
语音报一下礼拜几是9月的13日	Calendar-Query
播放南京地区频率为八九点七的CityFM音乐广播	Radio-Listen
我想知道锦兴区办理公交车月票的地方	Weather-Query
创建20号晚上7点去看演唱会的日程	Alarm-Update
看一下蓝盈盈主演的精英律师怎么样。	FilmTele-Play
给我放频率是九零点零的辽宁资讯可以吗	Radio-Listen
请打开左右次卧所有的窗	HomeAppliance-Control
马上给我订几张上海到济南的机票	Travel-Query
单曲循环相亲相爱一家人	Music-Play
6月1号上午10点带着孩子去公园的闹钟设置一下吧。	Alarm-Update
是否可以随机播放莱芙里的歌呢	Music-Play
我想听70年代的纯音乐	Music-Play
我要听交换余生里面的歌，随机播放就可以	Music-Play
贺岁的话那就请给我播放西游降魔篇	FilmTele-Play
得知是一名台湾着名主持人后孙海英回答不认识	Radio-Listen
于波杨俊毅他们两个人结婚了没	Music-Play
打开烤箱的开关按钮	HomeAppliance-Control
请调低一点温度空调的	HomeAppliance-Control
黄安传灯里面的歌曲随机来一首吧	Music-Play
现在给我播恐怖小说午夜凶铃日文版的	Audio-Play
想了解一下湖北8月的空气湿度	Weather-Query
我要听花木兰这个小故事	Audio-Play
你可以播放一首90年代的法语歌曲给我听吗	Music-Play
请播放两集下一站是幸福。	FilmTele-Play
查一查昆明会不会下暴雨。	Weather-Query
农历的雨水是什么时候	Calendar-Query
等半个小时后关掉电视	HomeAppliance-Control
后天下午3点给妈妈做皮肤护理的闹铃帮我开启一下吧。	Alarm-Update
现在播放北京地区的新闻	Video-Play
3天后是星期几	Calendar-Query
天气这么干燥查一下湿度多少	Weather-Query
洛阳明天的温度会低于零摄氏度吗？	Weather-Query
我想让衣服快点干，让洗衣机进入脱水模式吧	HomeAppliance-Control
现在告诉我几月几号是农历的3月25	Calendar-Query
赶紧把去医院的最快路线告诉我知道	Travel-Query
能否将明天上午的闹钟全部打开	Alarm-Update
国庆节是农历几日呢	Calendar-Query
报下去海口的机票还有几张	Travel-Query
帮我把卧室的灯调成暖光可以不呢	HomeAppliance-Control
按顺序播放专辑侧脸里的歌	Music-Play
我需要放些水果，帮我把冰箱变温抽屉开到果蔬档	HomeAppliance-Control
给我找下2014年羽毛球世锦赛男双决赛的视频	Video-Play
想看美国NBA球赛	Video-Play
请每天下午3点提醒我签到	Alarm-Update
快查看一下8月7日是星期几	Calendar-Query
麻烦给我关上水浸传感器	HomeAppliance-Control
给我准备今年甘肃的降水量	Weather-Query
播放连丽如讲的康熙私访	FilmTele-Play
我要听沈以诚的民谣椿	Music-Play
李宗盛的飘洋过海来看你这歌可以单曲循环播放	Music-Play
调到FM94点7听那个经典947	Radio-Listen
伤感的英文歌曲可以来一首吗	Music-Play
明天江苏会下雨吗	Weather-Query
能不能播放一个2000年之后的喜剧电影啊	FilmTele-Play
请把周末晚上9点给孩子洗澡的行程制定一下。	Alarm-Update
要不要穿羽绒服了去石家庄	Weather-Query
在3月10号叫我去湖南	Alarm-Update
收听北京都市之声的北京不眠夜	Radio-Listen
查下日历后天的农历是几号	Calendar-Query
我想看昨天下午的搏击比赛	Video-Play
今年最新的歌曲循环播放一下可否	Music-Play
有没有西班牙语的爵士音乐可以单曲循环的	Music-Play
能来一个香港电影甜蜜蜜吗	FilmTele-Play
帮忙定一个周日上午8点去加油站加油的闹钟。	Alarm-Update
是不是能播放一下2020年播出的郭德纲的郭论呢	FilmTele-Play
有没有香港周星驰导演的电影给我看一部啊	FilmTele-Play
FM969东营生活广播节目给我放一下	Radio-Listen
找一个美国的流行音乐视频来看	Video-Play
你现在可以给我建一个13号去西直门医院的提醒么？	Alarm-Update
拔掉饮水机的电源。	HomeAppliance-Control
这个月的29号是周几	Calendar-Query
马上查查星期四是农历多少号呀	Calendar-Query
查一下星期三去深圳的汽车票	Travel-Query
马上回答我星期四是农历几号呀	Calendar-Query
上海今天刮得是北风吗	Weather-Query
中国传统节日端午节是多少号啊	Calendar-Query
我想打开吸油烟机	HomeAppliance-Control
帮我播放郭麒麟和岳云鹏的对口相声	Audio-Play
今天是周四是几号呀	Calendar-Query
鸽子专辑里面的回忆沙漠立刻播放下吧	Music-Play
太原穿衣指数多少	Weather-Query
今天太冷啦，帮我把浴霸设置成强暖模式好吗	HomeAppliance-Control
这月海南湿度湿度如何	Weather-Query
长春冬天空气质量好不好呀	Weather-Query
间隔十分钟提醒我一次签到	Alarm-Update
农历的什么时候是宰牲节	Calendar-Query
我想烧些热水，帮我打开电热水壶	HomeAppliance-Control
放一下5月25日的关于美国新冠疫情方面的新闻	Video-Play
设置一个8号下午2点去驾校练车的闹钟。	Alarm-Update
物质上我希望能够跟周围的人保持一致就好这样对小孩成长也好	Other
能不能帮我查看下去厦门的高铁	Travel-Query
明天是否是大风蓝色预警	Weather-Query
你给我来几首2021年最火爆的抖音神曲吧	Music-Play
设置一个下午3点去牙科的闹钟	Alarm-Update
我老婆现在不开心了怎么办	Other
麻烦给我订几张去郑州的经济舱机票	Travel-Query
非诚勿扰迎来宝岛绅士光头男笑称乐嘉二叔图	Video-Play
找个言情片给我播放最后一集	FilmTele-Play
我想你给我放寅子主持的音乐之声	Radio-Listen
我要随机听一首薛之谦的歌曲呢	Music-Play
洗衣机设置为单烘干好吗	HomeAppliance-Control
今日发生的萌娃在游乐场认错妈妈的视频给我找一下	Video-Play
立刻回答我是不是可以给我订几张去银川的机票	Travel-Query
找一个颖儿出演的电视剧播放最后一集	FilmTele-Play
帮我查询明天合肥室外温度多少度	Weather-Query
你太伤我的心了我也生气了我也不理你了	Other
6月22号时候星期几	Calendar-Query
帮我设置个周四下午1点半跟王老师见面的闹钟。	Alarm-Update
放一下虾米电台里的戏剧歌曲	Radio-Listen
活该谁让你不提前看书	Alarm-Update
下一部看2019年最恐怖的僵尸片	FilmTele-Play
播放一个2021年的推理剧可以吗	FilmTele-Play
后天义乌会下雨吗	Weather-Query
今年的愚人节是什么时候	Calendar-Query
不要在10个小时之后提醒我起床	Alarm-Update
如果上课想睡觉该怎么办	Other
可以只删除7号晚上的备忘录吗	Alarm-Update
小猪佩奇给儿子放一下	Video-Play
